detector,text_id,score,word count,average_sentence_length,sentence_length_variability,average_word_length,lexical_diversity
GPTZero,style_dif_cat_cause_eff_p_11,0.7589185649704708,451,21.083333333333332,6.983936019097009,4.67193675889328,0.40118577075098816
GPTZero,style_dif_cat_cause_eff_p_15,0.9977558223168834,479,23.652173913043477,6.183619825813811,4.8786764705882355,0.3290441176470588
GPTZero,style_dif_cat_cause_eff_p_14,0.982932157729323,489,20.88888888888889,6.259351977600172,5.180851063829787,0.4308510638297872
GPTZero,style_dif_cat_cause_eff_p_10,0.9977558223168834,420,23.4,5.716089940731017,5.264957264957265,0.391025641025641
GPTZero,style_dif_cat_cause_eff_p_17,0.9977558223168834,471,22.0,6.365668788936068,4.839015151515151,0.3996212121212121
GPTZero,style_dif_cat_cause_eff_p_16,0.9977775103937532,497,22.56,5.315700016617441,5.00531914893617,0.45567375886524825
GPTZero,style_dif_cat_cause_eff_p_18,0.8314732230637943,494,23.291666666666668,7.327608107678122,4.856887298747764,0.3810375670840787
GPTZero,style_dif_cat_cause_eff_p_2,0.9973955738343496,487,28.0,7.386173268720113,5.095864661654136,0.4116541353383459
GPTZero,style_dif_cat_cause_eff_p_19,0.982932157729323,441,19.0,6.300183147521007,4.785575048732944,0.3996101364522417
GPTZero,style_dif_cat_cause_eff_p_5,0.9977558223168834,497,22.625,5.443883684027185,4.613259668508287,0.39410681399631675
GPTZero,style_dif_cat_cause_eff_p_6,0.9977558223168834,475,23.217391304347824,6.288203398132458,4.737827715355805,0.3951310861423221
GPTZero,style_dif_cat_cause_eff_p_3,0.9977558223168834,429,25.894736842105264,7.36277979541623,5.184959349593496,0.44715447154471544
GPTZero,style_dif_cat_cause_eff_p_7,0.9977558223168834,453,24.142857142857142,5.738342219541409,4.595660749506903,0.388560157790927
GPTZero,style_dif_cat_cause_eff_p_4,0.9977558223168834,462,29.88235294117647,10.04914394949376,5.112204724409449,0.40551181102362205
GPTZero,style_dif_cat_cause_eff_p_8,0.9977558223168834,471,23.47826086956522,5.607377974333064,5.003703703703704,0.4111111111111111
GPTZero,style_dif_cat_comp_contr_p_0,0.9977775103937532,471,19.392857142857142,6.032868525461387,5.3959484346224675,0.3775322283609576
GPTZero,style_dif_cat_comp_contr_p_1,0.9977558223168834,459,22.17391304347826,5.051122052781428,4.786274509803921,0.4019607843137255
GPTZero,style_dif_cat_cause_eff_p_9,0.9977775103937532,473,29.72222222222222,7.442371187255369,4.960747663551402,0.3775700934579439
GPTZero,style_dif_cat_comp_contr_p_10,0.982932157729323,483,25.0,8.118174789000413,4.672727272727273,0.3690909090909091
GPTZero,style_dif_cat_comp_contr_p_12,0.4712838602865323,444,23.142857142857142,6.9662451455982675,4.446502057613169,0.3683127572016461
GPTZero,style_dif_cat_comp_contr_p_11,0.982932157729323,436,25.31578947368421,5.53827722490334,5.029106029106029,0.4261954261954262
GPTZero,style_dif_cat_comp_contr_p_13,0.982932157729323,467,26.2,6.4367366691024746,5.061068702290076,0.43702290076335876
GPTZero,style_dif_cat_comp_contr_p_15,0.9977775103937532,490,21.26923076923077,4.591798709069833,4.8499095840868,0.3508137432188065
GPTZero,style_dif_cat_comp_contr_p_14,0.9973955738343496,470,24.363636363636363,6.106557400863705,5.126865671641791,0.4906716417910448
GPTZero,style_dif_cat_comp_contr_p_16,0.9977775103937532,486,29.38888888888889,11.019442117238214,4.790170132325142,0.3742911153119093
GPTZero,style_dif_cat_comp_contr_p_17,0.9977558223168834,439,21.17391304347826,5.589374447947426,4.439425051334703,0.40451745379876797
GPTZero,style_dif_cat_comp_contr_p_4,0.9825825322814176,453,22.434782608695652,7.650466931421552,5.02906976744186,0.36046511627906974
GPTZero,style_dif_cat_comp_contr_p_3,0.9977558223168834,469,21.458333333333332,5.2583611818551015,4.984466019417476,0.3572815533980582
GPTZero,style_dif_cat_comp_contr_p_2,0.9977775103937532,471,23.0,6.149648918286459,5.185255198487713,0.43100189035916825
GPTZero,style_dif_cat_comp_contr_p_18,0.9977775103937532,456,24.61904761904762,6.763698621879826,5.145067698259187,0.3829787234042553
GPTZero,style_dif_cat_comp_contr_p_19,0.9977558223168834,497,25.545454545454547,6.709817063202619,5.192170818505338,0.35765124555160144
GPTZero,style_dif_cat_comp_contr_p_5,1.0,403,23.42105263157895,6.336102810909034,5.033707865168539,0.36629213483146067
GPTZero,style_dif_cat_comp_contr_p_6,0.9977775103937532,490,26.7,5.171785805797899,4.737827715355805,0.40262172284644193
GPTZero,style_dif_cat_comp_contr_p_7,0.9826080317224812,466,21.56,6.292058486695749,5.12430426716141,0.3803339517625232
GPTZero,style_dif_cat_comp_contr_p_9,0.9977775103937532,439,23.666666666666668,7.901476655241939,4.921529175050302,0.3843058350100604
GPTZero,style_dif_cat_comp_contr_p_8,0.9977775103937532,467,24.38095238095238,7.031900102221237,5.31640625,0.376953125
GPTZero,style_dif_cat_contr_arg_p_12,0.9977775103937532,468,22.652173913043477,4.725258007887688,5.399232245681382,0.3570057581573896
GPTZero,style_dif_cat_contr_arg_p_1,0.9825825322814176,484,23.130434782608695,6.884134248242555,5.541353383458647,0.4718045112781955
GPTZero,style_dif_cat_contr_arg_p_13,0.9977775103937532,413,21.61904761904762,5.054465258325459,4.88546255506608,0.41409691629955947
GPTZero,style_dif_cat_contr_arg_p_11,0.982932157729323,437,26.555555555555557,7.155600210959593,4.669456066945607,0.4100418410041841
GPTZero,style_dif_cat_contr_arg_p_10,0.9825825322814176,492,29.72222222222222,6.994161897868448,5.059813084112149,0.3981308411214953
GPTZero,style_dif_cat_contr_arg_p_0,0.9977775103937532,487,22.333333333333332,4.517277620586239,4.835820895522388,0.4141791044776119
GPTZero,style_dif_cat_contr_arg_p_14,0.9977558223168834,444,23.285714285714285,6.341473465550866,5.032719836400818,0.4130879345603272
GPTZero,style_dif_cat_contr_arg_p_15,0.982932157729323,466,28.22222222222222,7.87815711173141,4.830708661417323,0.41338582677165353
GPTZero,style_dif_cat_contr_arg_p_16,0.7149289967777173,427,26.166666666666668,7.081458806173303,5.023354564755839,0.42038216560509556
GPTZero,style_dif_cat_contr_arg_p_17,0.9977558223168834,491,26.9,7.268533479827167,4.9981412639405205,0.3903345724907063
GPTZero,style_dif_cat_contr_arg_p_18,0.982932157729323,472,22.565217391304348,4.460188407725739,4.928709055876686,0.43545279383429675
GPTZero,style_dif_cat_contr_arg_p_2,1.0,420,25.333333333333332,6.106890996821446,5.107456140350878,0.4583333333333333
GPTZero,style_dif_cat_contr_arg_p_19,0.4340580987325952,457,23.952380952380953,6.143909101510133,4.6978131212723655,0.38767395626242546
GPTZero,style_dif_cat_contr_arg_p_3,0.9080513058259928,487,26.45,4.547700402111865,4.911153119092628,0.387523629489603
GPTZero,style_dif_cat_contr_arg_p_7,0.9977558223168834,468,23.772727272727273,5.135606962614923,4.764818355640536,0.3938814531548757
GPTZero,style_dif_cat_contr_arg_p_6,0.9432387312186978,494,25.714285714285715,6.96521971758865,4.692592592592592,0.37222222222222223
GPTZero,style_dif_cat_contr_arg_p_5,0.7737826085224376,497,23.416666666666668,6.82652541746988,4.798932384341637,0.44483985765124556
GPTZero,style_dif_cat_contr_arg_p_4,0.9122259726882967,475,23.0,5.072205903477571,5.187145557655954,0.47448015122873344
GPTZero,style_dif_cat_contr_arg_p_8,0.9977775103937532,487,25.333333333333332,4.809712396114068,5.31203007518797,0.39097744360902253
GPTZero,style_dif_cat_desc_p_11,0.9977775103937532,460,23.61904761904762,5.545053565802502,5.022177419354839,0.37298387096774194
GPTZero,style_dif_cat_desc_p_0,0.9122259726882967,456,22.08695652173913,7.537259228648163,3.927165354330709,0.4015748031496063
GPTZero,style_dif_cat_desc_p_10,0.9977558223168834,463,22.26086956521739,8.029589547442338,4.142578125,0.46875
GPTZero,style_dif_cat_contr_arg_p_9,0.9977775103937532,432,25.42105263157895,7.205829349088634,5.180124223602484,0.38923395445134573
GPTZero,style_dif_cat_desc_p_14,0.9977775103937532,483,26.75,5.571308076584038,4.381308411214953,0.45981308411214955
GPTZero,style_dif_cat_desc_p_1,0.9977558223168834,488,22.24,5.994997914928745,4.525179856115108,0.4784172661870504
GPTZero,style_dif_cat_desc_p_13,0.982932157729323,493,20.444444444444443,5.672696640883168,3.8840579710144927,0.48731884057971014
GPTZero,style_dif_cat_desc_p_12,0.9977775103937532,467,25.523809523809526,9.135748724757308,4.514925373134329,0.39925373134328357
GPTZero,style_dif_cat_desc_p_15,0.9977775103937532,451,27.444444444444443,5.873391867238537,4.445344129554656,0.4777327935222672
GPTZero,style_dif_cat_desc_p_16,0.9973955738343496,431,25.526315789473685,6.058679917208144,4.717525773195876,0.4845360824742268
GPTZero,style_dif_cat_desc_p_17,0.982932157729323,441,19.88,5.027590542861129,3.8048289738430583,0.4164989939637827
GPTZero,style_dif_cat_desc_p_18,0.9977775103937532,473,22.17391304347826,4.941955574586418,4.317647058823529,0.47843137254901963
GPTZero,style_dif_cat_desc_p_19,0.9977558223168834,498,22.12,5.109794516416487,3.8987341772151898,0.42857142857142855
GPTZero,style_dif_cat_desc_p_2,0.9977558223168834,412,21.136363636363637,4.590834082795585,4.645161290322581,0.4666666666666667
GPTZero,style_dif_cat_desc_p_5,0.9973955738343496,488,19.925925925925927,6.182642737945581,4.241635687732342,0.45353159851301117
GPTZero,style_dif_cat_desc_p_6,0.9977775103937532,473,24.0,6.07100838882165,4.134469696969697,0.4602272727272727
GPTZero,style_dif_cat_desc_p_4,0.9977558223168834,479,19.88888888888889,4.48358830654244,4.197392923649907,0.48044692737430167
GPTZero,style_dif_cat_desc_p_3,0.9977775103937532,498,26.095238095238095,7.210442163312607,4.228102189781022,0.4124087591240876
GPTZero,style_dif_cat_desc_p_8,0.9977558223168834,438,23.047619047619047,6.422430929766318,4.028925619834711,0.4731404958677686
GPTZero,style_dif_cat_desc_p_7,0.9977558223168834,491,27.45,6.886103473854541,4.741347905282331,0.48451730418943534
GPTZero,style_dif_cat_desc_p_9,0.9826080317224812,467,22.695652173913043,5.563148083665445,3.739463601532567,0.41954022988505746
GPTZero,style_dif_cat_expos_p_10,0.915321344878592,486,28.157894736842106,6.776291659526674,4.672897196261682,0.4074766355140187
GPTZero,style_dif_cat_expos_p_0,0.9977558223168834,496,24.17391304347826,9.188194866304576,4.690647482014389,0.43884892086330934
GPTZero,style_dif_cat_expos_p_1,0.9191584664484156,490,24.869565217391305,5.794231832576624,4.777972027972028,0.3951048951048951
GPTZero,style_dif_cat_expos_p_13,0.9977558223168834,448,24.428571428571427,6.903415303829175,4.635477582846004,0.3898635477582846
GPTZero,style_dif_cat_expos_p_11,0.9977775103937532,499,30.666666666666668,6.4625618668104785,4.813405797101449,0.3713768115942029
GPTZero,style_dif_cat_expos_p_14,0.915321344878592,433,22.636363636363637,6.701424543266223,5.106425702811245,0.41164658634538154
GPTZero,style_dif_cat_expos_p_12,0.982932157729323,452,22.08695652173913,6.366910507233051,4.94488188976378,0.3956692913385827
GPTZero,style_dif_cat_expos_p_15,0.982932157729323,453,22.90909090909091,7.806646075218406,4.650793650793651,0.39285714285714285
GPTZero,style_dif_cat_expos_p_16,0.9977558223168834,474,25.047619047619047,6.0702239701364435,4.944866920152092,0.3973384030418251
GPTZero,style_dif_cat_expos_p_17,0.9977558223168834,482,25.476190476190474,6.667976061887503,5.242990654205608,0.34579439252336447
GPTZero,style_dif_cat_expos_p_18,0.9973955738343496,413,22.75,6.919651649278916,5.175824175824176,0.44835164835164837
GPTZero,style_dif_cat_expos_p_19,0.9977558223168834,436,21.0,5.9696200579570915,5.41407867494824,0.42857142857142855
GPTZero,style_dif_cat_expos_p_3,0.9977558223168834,432,22.428571428571427,7.004080443366057,5.072186836518047,0.4543524416135881
GPTZero,style_dif_cat_expos_p_2,0.9977558223168834,411,26.055555555555557,7.415978157070299,4.833688699360341,0.4051172707889126
GPTZero,style_dif_cat_expos_p_4,0.9973955738343496,437,20.833333333333332,6.140858647415379,4.498,0.422
GPTZero,style_dif_cat_expos_p_6,0.9825825322814176,419,20.5,4.180701002172389,4.7682926829268295,0.3861788617886179
GPTZero,style_dif_cat_expos_p_7,0.9973955738343496,482,29.666666666666668,6.9366884792978505,4.52621722846442,0.3838951310861423
GPTZero,style_dif_cat_expos_p_8,0.9826080317224812,495,20.74074074074074,5.495400822454191,4.616071428571429,0.3821428571428571
GPTZero,style_dif_cat_expos_p_5,0.9973955738343496,440,23.571428571428573,6.697547525560595,5.024242424242424,0.37373737373737376
GPTZero,style_dif_cat_funny_arg_p_1,0.915321344878592,428,16.93103448275862,7.558963621719763,4.036659877800408,0.505091649694501
GPTZero,style_dif_cat_funny_arg_p_10,0.4708284996133023,434,20.666666666666668,5.8656454974239,4.046370967741935,0.45564516129032256
GPTZero,style_dif_cat_expos_p_9,0.9977775103937532,490,25.904761904761905,5.521818196072394,4.5625,0.38786764705882354
GPTZero,style_dif_cat_funny_arg_p_0,0.9977558223168834,474,17.65625,6.8184255821527335,3.95929203539823,0.39469026548672564
GPTZero,style_dif_cat_funny_arg_p_11,0.915321344878592,487,23.083333333333332,9.016490528430413,3.8935018050541514,0.44404332129963897
GPTZero,style_dif_cat_funny_arg_p_12,0.9977558223168834,478,16.91176470588235,11.896950582190389,4.102608695652174,0.4834782608695652
GPTZero,style_dif_cat_funny_arg_p_13,0.9826080317224812,432,24.94736842105263,8.859857562251879,4.377637130801688,0.4620253164556962
GPTZero,style_dif_cat_funny_arg_p_15,0.7107552339655768,393,20.545454545454547,14.841150233716396,4.157079646017699,0.4778761061946903
GPTZero,style_dif_cat_funny_arg_p_16,0.9977775103937532,462,19.884615384615383,7.151653923824464,4.591876208897485,0.4835589941972921
GPTZero,style_dif_cat_funny_arg_p_14,0.9977558223168834,443,19.384615384615383,7.616177114941186,4.305555555555555,0.4801587301587302
GPTZero,style_dif_cat_funny_arg_p_17,0.9973955738343496,464,16.454545454545453,7.263310665129354,4.066298342541437,0.44751381215469616
GPTZero,style_dif_cat_funny_arg_p_18,0.9820821274401206,497,20.821428571428573,8.641217212906694,4.154373927958834,0.4425385934819897
GPTZero,style_dif_cat_funny_arg_p_2,0.9977558223168834,452,22.47826086956522,8.69623515832304,4.148936170212766,0.5164410058027079
GPTZero,style_dif_cat_funny_arg_p_4,0.9820821274401206,435,18.40740740740741,5.3151399088558575,4.396378269617706,0.48088531187122735
GPTZero,style_dif_cat_funny_arg_p_19,0.982932157729323,480,20.51851851851852,8.049703149664639,3.9927797833935017,0.41335740072202165
GPTZero,style_dif_cat_funny_arg_p_3,0.7088738697725634,466,20.68,7.346881424568296,4.342359767891683,0.46421663442940037
GPTZero,style_dif_cat_funny_arg_p_5,0.915321344878592,477,23.041666666666668,8.779814629451822,3.7884267631103072,0.45207956600361665
GPTZero,style_dif_cat_funny_arg_p_6,0.982251886615535,497,20.962962962962962,8.942041934598269,3.9257950530035335,0.4416961130742049
GPTZero,style_dif_cat_funny_arg_p_9,0.982251886615535,457,13.85,5.881522565824915,3.563176895306859,0.40252707581227437
GPTZero,style_dif_cat_funny_arg_p_8,0.7226982044765106,417,17.035714285714285,7.574235777888593,4.050314465408805,0.48427672955974843
GPTZero,style_dif_cat_funny_arg_p_7,0.9802844144278466,491,16.970588235294116,7.481230226647207,3.779896013864818,0.4558058925476603
GPTZero,style_dif_cat_nar_p_0,0.9977775103937532,466,19.296296296296298,5.65559501606639,4.203454894433781,0.4856046065259117
GPTZero,style_dif_cat_nar_p_1,0.9825825322814176,500,21.53846153846154,7.066715045794725,4.05,0.42857142857142855
GPTZero,style_dif_cat_nar_p_11,0.4444388531746531,433,21.954545454545453,3.5251109098022613,4.070393374741201,0.4306418219461698
GPTZero,style_dif_cat_nar_p_12,0.982251886615535,488,20.884615384615383,4.483988609057102,3.8084714548802947,0.3812154696132597
GPTZero,style_dif_cat_nar_p_13,0.982932157729323,478,19.392857142857142,7.104194304745382,3.998158379373849,0.430939226519337
GPTZero,style_dif_cat_nar_p_10,0.9977558223168834,437,16.6,5.275839531166645,3.9819277108433737,0.44779116465863456
GPTZero,style_dif_cat_nar_p_14,0.9826080317224812,477,19.88888888888889,5.279374477321615,3.716945996275605,0.44320297951582865
GPTZero,style_dif_cat_nar_p_15,0.982251886615535,481,23.26086956521739,6.586607564557506,3.880373831775701,0.405607476635514
GPTZero,style_dif_cat_nar_p_17,0.915321344878592,438,23.238095238095237,9.544133076947125,3.9077868852459017,0.3831967213114754
GPTZero,style_dif_cat_nar_p_16,0.8235569534490451,470,19.666666666666668,5.791240069144219,4.03578154425612,0.4274952919020716
GPTZero,style_dif_cat_nar_p_18,0.9977558223168834,498,22.04,6.919055812271884,3.9637023593466423,0.4319419237749546
GPTZero,style_dif_cat_nar_p_3,0.9977558223168834,489,24.09090909090909,5.209049734279673,4.275471698113208,0.44528301886792454
GPTZero,style_dif_cat_nar_p_2,0.9977775103937532,483,22.541666666666668,5.860547286111906,4.0831792975970425,0.4658040665434381
GPTZero,style_dif_cat_nar_p_19,0.9977775103937532,459,20.44,5.686826883245173,3.9941291585127203,0.44031311154598823
GPTZero,style_dif_cat_nar_p_6,0.9977558223168834,486,26.7,7.182581268890073,4.617977528089888,0.4438202247191011
GPTZero,style_dif_cat_nar_p_4,0.9977558223168834,466,20.88,4.418898807018177,4.2988505747126435,0.43486590038314177
GPTZero,style_dif_cat_nar_p_5,0.9820821274401206,482,19.464285714285715,6.149267603828285,3.932110091743119,0.4091743119266055
GPTZero,style_dif_cat_nar_p_7,0.9807071088338744,460,18.0,7.1813249871753175,4.350574712643678,0.47509578544061304
GPTZero,style_dif_cat_nar_p_8,0.9973955738343496,477,23.043478260869566,5.530726245831022,4.330188679245283,0.4207547169811321
GPTZero,style_dif_cat_pers_p_0,0.9977775103937532,430,21.40909090909091,4.7675399557253035,5.040339702760085,0.46496815286624205
GPTZero,style_dif_cat_pers_p_10,0.982932157729323,479,25.38095238095238,3.8791260675078667,5.181988742964353,0.4277673545966229
GPTZero,style_dif_cat_nar_p_9,0.8223915592028135,480,20.346153846153847,5.649370284853402,4.088846880907372,0.43856332703213613
GPTZero,style_dif_cat_pers_p_1,0.9977558223168834,433,22.761904761904763,7.381766468161682,4.794979079497908,0.40376569037656906
GPTZero,style_dif_cat_pers_p_11,0.9977558223168834,494,27.5,6.0567491714876045,5.090909090909091,0.3654545454545455
GPTZero,style_dif_cat_pers_p_12,0.9977558223168834,473,26.45,6.244787299904829,5.22117202268431,0.4120982986767486
GPTZero,style_dif_cat_pers_p_13,0.9977775103937532,490,24.0,5.57592226370751,4.878623188405797,0.411231884057971
GPTZero,style_dif_cat_pers_p_14,0.4444388531746531,457,23.681818181818183,5.890964539314695,4.848368522072937,0.3838771593090211
GPTZero,style_dif_cat_pers_p_16,0.9977558223168834,466,21.583333333333332,5.830330490048434,4.994208494208494,0.3764478764478765
GPTZero,style_dif_cat_pers_p_15,0.9109374343376851,440,22.045454545454547,5.286796426023651,4.960824742268041,0.4845360824742268
GPTZero,style_dif_cat_pers_p_17,0.9977558223168834,468,21.666666666666668,4.124862755731781,5.107692307692307,0.3403846153846154
GPTZero,style_dif_cat_pers_p_19,0.9977558223168834,446,26.36842105263158,7.682668274295429,4.820359281437126,0.41916167664670656
GPTZero,style_dif_cat_pers_p_2,0.9973955738343496,439,19.84,5.778408085277467,4.959677419354839,0.4375
GPTZero,style_dif_cat_pers_p_18,0.9973955738343496,475,24.272727272727273,5.7667504935978675,4.833333333333333,0.3895131086142322
GPTZero,style_dif_cat_pers_p_3,0.9977558223168834,464,23.272727272727273,5.953644887452345,4.673828125,0.46875
GPTZero,style_dif_cat_pers_p_4,0.9039341262580056,456,26.31578947368421,6.0649505959236105,5.022,0.44
GPTZero,style_dif_cat_pers_p_5,0.9977558223168834,458,22.043478260869566,5.156445753261068,4.544378698224852,0.40039447731755423
GPTZero,style_dif_cat_pers_p_7,1.0,446,24.4,5.557356433261753,4.956967213114754,0.3401639344262295
GPTZero,style_dif_cat_pers_p_6,0.9973955738343496,450,26.63157894736842,6.473969470251955,4.711462450592886,0.41106719367588934
GPTZero,style_dif_cat_pers_p_8,0.9977558223168834,483,25.38095238095238,6.304571281825518,4.943714821763602,0.3302063789868668
GPTZero,style_dif_cat_pers_p_9,0.9977558223168834,488,27.0,7.581140033697196,5.0,0.37777777777777777
GPTZero,style_dif_cat_res_p_1,0.9977558223168834,482,29.0,5.487954724560283,5.3869731800766285,0.40229885057471265
GPTZero,style_dif_cat_res_p_0,0.9977558223168834,490,25.523809523809526,5.784626587940207,5.19589552238806,0.39738805970149255
GPTZero,style_dif_cat_res_p_11,0.9957527940105094,482,29.166666666666668,8.759868384721717,4.44,0.35619047619047617
GPTZero,style_dif_cat_res_p_13,0.9977558223168834,468,25.142857142857142,5.8248237251071755,5.1022727272727275,0.4772727272727273
GPTZero,style_dif_cat_res_p_10,0.9977558223168834,497,24.818181818181817,5.482755334738735,5.049450549450549,0.4230769230769231
GPTZero,style_dif_cat_res_p_12,0.9825825322814176,420,22.9,5.609202964302223,5.253275109170306,0.4410480349344978
GPTZero,style_dif_cat_res_p_15,0.9977558223168834,488,26.7,6.790860731430458,4.719101123595506,0.4250936329588015
GPTZero,style_dif_cat_res_p_14,0.9971703569068078,447,26.0,6.0,5.280769230769231,0.4846153846153846
GPTZero,style_dif_cat_res_p_17,0.9977558223168834,457,23.761904761904763,4.877548174080518,5.198396793587174,0.44488977955911824
GPTZero,style_dif_cat_res_p_16,0.9977558223168834,485,21.0,6.729041536504289,4.772893772893773,0.35714285714285715
GPTZero,style_dif_cat_res_p_19,0.9977558223168834,461,22.863636363636363,5.230819425431532,5.536779324055666,0.3399602385685885
GPTZero,style_dif_cat_res_p_18,0.9977558223168834,457,25.35,6.474850130352541,5.063116370808679,0.41420118343195267
GPTZero,style_dif_cat_res_p_2,0.4312740666331827,433,24.526315789473685,5.621075629100731,5.072961373390558,0.4012875536480687
GPTZero,style_dif_cat_res_p_3,0.982932157729323,435,22.772727272727273,5.4329840803481115,5.079840319361278,0.4171656686626746
GPTZero,style_dif_cat_res_p_5,0.9977558223168834,474,25.09090909090909,7.144155726113551,5.521739130434782,0.4365942028985507
GPTZero,style_dif_cat_res_p_7,0.9977558223168834,486,24.272727272727273,5.556478999731653,4.432584269662922,0.350187265917603
GPTZero,style_dif_cat_res_p_8,0.9977558223168834,452,24.9,6.137889230877852,5.281124497991968,0.3895582329317269
GPTZero,style_dif_cat_res_p_6,0.9977775103937532,439,27.055555555555557,8.50931822956611,4.728952772073922,0.406570841889117
GPTZero,style_dif_cat_res_p_9,0.982932157729323,475,26.35,7.065669409937485,5.2960151802656545,0.41935483870967744
GPTZero,style_dif_cat_res_p_4,0.9977558223168834,435,24.736842105263158,6.9908043191924465,5.121276595744681,0.37446808510638296
